date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:18:18	934/934	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263373f33-53c%22	https://colorlib.com/etc/lf/Login_v18/vendor/countdowntime/countdowntime.js	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/vendor/countdowntime/countdowntime.js	(from https://colorlib.com/etc/lf/Login_v18/index.html)
16:18:19	1036/1036	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263373f29-716%22	https://colorlib.com/etc/lf/Login_v18/js/main.js	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/js/main.js	(from https://colorlib.com/etc/lf/Login_v18/index.html)
16:18:19	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263373f0b-2876e%22	https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:18:20	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2263373f0b-2876e%22	https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:18:20	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%2263373f0c-12d68%22	https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:18:22	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2263373f0c-17ee8%22	https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:18:22	165548/165548	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373f0c-286ac%22	https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:18:22	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263373f0b-6c7db%22	https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from https://colorlib.com/etc/lf/Login_v18/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
16:18:23	145312/145312	---MC-	200	added ('OK')	application/font-ttf	etag:W/%2263373f26-237a0%22	https://colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-Regular.ttf	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-Regular.ttf	(from https://colorlib.com/etc/lf/Login_v18/css/main.css)
16:18:23	143516/143516	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373f25-2309c%22	https://colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-Medium.ttf	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-Medium.ttf	(from https://colorlib.com/etc/lf/Login_v18/css/main.css)
16:18:24	141260/141260	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373f22-227cc%22	https://colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-Bold.ttf	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-Bold.ttf	(from https://colorlib.com/etc/lf/Login_v18/css/main.css)
16:18:24	142148/142148	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373f26-22b44%22	https://colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-SemiBold.ttf	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/poppins/Poppins-SemiBold.ttf	(from https://colorlib.com/etc/lf/Login_v18/css/main.css)
16:18:24	261588/261588	---MC-	200	added ('OK')	application/font-ttf	etag:W/%2263373f1a-3fdd4%22	https://colorlib.com/etc/lf/Login_v18/fonts/montserrat/Montserrat-Bold.ttf	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/montserrat/Montserrat-Bold.ttf	(from https://colorlib.com/etc/lf/Login_v18/css/main.css)
16:18:25	260936/260936	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2263373f1e-3fb48%22	https://colorlib.com/etc/lf/Login_v18/fonts/montserrat/Montserrat-SemiBold.ttf	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/montserrat/Montserrat-SemiBold.ttf	(from https://colorlib.com/etc/lf/Login_v18/css/main.css)
16:18:25	263192/263192	---MC-	200	added ('OK')	application/font-ttf	etag:W/%2263373f1e-40418%22	https://colorlib.com/etc/lf/Login_v18/fonts/montserrat/Montserrat-Regular.ttf	D:/Java%204_2/login/colorlib.com/etc/lf/Login_v18/fonts/montserrat/Montserrat-Regular.ttf	(from https://colorlib.com/etc/lf/Login_v18/css/main.css)
